run,rope_length_m,quality_valid,segment,component,duration_s,positive_integral_j_kg,negative_integral_j_kg,net_integral_j_kg,net_mean_power_w_kg,power_rms_w_kg,positive_time_ratio,injection_bias,acceleration_rms_m_s2,power_band_energy_w2_s_kg2,power_band_rms_w_kg,power_band_fraction,acceleration_band_energy_m2_s3,acceleration_band_rms_m_s2,acceleration_band_fraction,swing_energy_start_mean_j_kg,swing_energy_end_mean_j_kg,swing_energy_delta_sum_j_kg,swing_energy_peak_j_kg,swing_energy_rms_j_kg
L06_VALID,0.6,True,motion,position_feedback,24.716,0.036709341807630386,-0.03617883333021274,0.0005305084774176461,2.146417209166718e-05,0.004844271725288889,0.5477272727272727,0.0072783887978313385,0.04024339635108858,0.00012139626416240746,0.002216223561601188,0.3296643769600678,0.0005042667515845743,0.004516906220219389,0.02508107763946911,0.001318132010055706,0.03261996852234006,0.1252073460491374,0.050978463143110275,0.017014124659065277
L06_VALID,0.6,True,motion,velocity_error_combined,24.716,0.09857913293574533,-0.03682663345438984,0.061752499481355486,0.0024984827432171664,0.009660195495156728,0.5084415584415585,0.4560551675726447,0.07275459322601581,6.055233978345956e-05,0.001565223541971958,0.10869598954808611,0.0030566763982814147,0.011120789967661087,0.038419425946367526,0.001318132010055706,0.03261996852234006,0.1252073460491374,0.050978463143110275,0.017014124659065277
L06_VALID,0.6,True,motion,velocity_reference,24.716,0.7472732446726298,-0.6995663815488515,0.047706863123778254,0.0019302016153009487,0.07813352965031674,0.4659090909090909,0.03297315214428286,0.708922322392553,0.06791263213055855,0.052418693014506065,0.5063109336676139,0.0014258458011284579,0.007595339435661971,0.005481533687022159,0.001318132010055706,0.03261996852234006,0.1252073460491374,0.050978463143110275,0.017014124659065277
L06_VALID,0.6,True,motion,velocity_state_feedback,24.716,0.7502107599331429,-0.7361651243664603,0.01404563556668259,0.0005682810959169198,0.07849859762395117,0.5042207792207792,0.009449585205899011,0.7204977876817249,0.07143952329469093,0.053762589764713625,0.5048540169651233,0.006458779236226828,0.016165387775886036,0.017448785929989268,0.001318132010055706,0.03261996852234006,0.1252073460491374,0.050978463143110275,0.017014124659065277
L06_VALID,0.6,True,motion,acceleration_damping,24.716,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,0.001318132010055706,0.03261996852234006,0.1252073460491374,0.050978463143110275,0.017014124659065277
L06_VALID,0.6,True,motion,z3_disturbance,24.716,0.03898705886593964,-0.036363159937036316,0.002623898928903322,0.000106161956987511,0.004337114496172973,0.537012987012987,0.03482271147432542,0.04314708347465652,0.00014931699113527176,0.0024579074259787844,0.44570086383909996,0.001031746302838438,0.0064609646871344,0.06856693449474088,0.001318132010055706,0.03261996852234006,0.1252073460491374,0.050978463143110275,0.017014124659065277
L06_VALID,0.6,True,motion,velocity_tracking_actual,24.716,0.10733681744891552,-0.11749993626143057,-0.010163118812515054,-0.000411195938360376,0.014324430815829039,0.412012987012987,-0.04520221291581203,0.11545834355846177,0.00014902403939082682,0.002455495102426971,0.08323366586689747,0.03078332442753831,0.0352913820731063,0.13147437595566303,0.001318132010055706,0.03261996852234006,0.1252073460491374,0.050978463143110275,0.017014124659065277
L06_VALID,0.6,True,motion,velocity_observer_estimation,24.716,0.10157338216757786,-0.029650260839058452,0.07192312132851941,0.002909982251518021,0.008163344462760912,0.6837662337662338,0.5480957522638057,0.07036562000459189,3.825411280282306e-05,0.0012440847708621295,0.04793412356677575,0.022675928970313047,0.030289593901502838,0.2171530008551843,0.001318132010055706,0.03261996852234006,0.1252073460491374,0.050978463143110275,0.017014124659065277
L06_VALID,0.6,True,motion_acceleration,nominal_total,3.967999999999975,0.03847004957160488,-0.0032117804937625075,0.03525826907784237,0.008885652489375654,0.016969260295451264,0.6593186372745491,0.845890620026729,0.10284050861751144,0.0,0.0,0.0,0.0,0.0,0.0,0.001318132010055706,0.02597045572474599,0.09860929485876113,0.04161040484905243,0.01673124420023361
L06_VALID,0.6,True,motion_acceleration,position_feedback,3.967999999999975,0.008713524684327383,-0.0009253364294952398,0.007788188254832143,0.0019627490561573064,0.004193308125611334,0.6933867735470942,0.8079988043051559,0.026646789254224246,0.0,0.0,0.0,0.0,0.0,0.0,0.001318132010055706,0.02597045572474599,0.09860929485876113,0.04161040484905243,0.01673124420023361
